        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_quad0_tx_ts[190]          IN         ethernet_0_quad0_tx_ts[190]_ipin                         Fixed   i_user_02_09_bram_00[20]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc20.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[189]          IN         ethernet_0_quad0_tx_ts[189]_ipin                         Fixed   i_user_02_09_bram_00[19]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc19.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[188]          IN         ethernet_0_quad0_tx_ts[188]_ipin                         Fixed   i_user_02_09_bram_00[18]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc18.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[187]          IN         ethernet_0_quad0_tx_ts[187]_ipin                         Fixed   i_user_02_09_bram_00[16]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc16.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[186]          IN         ethernet_0_quad0_tx_ts[186]_ipin                         Fixed   i_user_02_09_bram_00[15]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc15.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[185]          IN         ethernet_0_quad0_tx_ts[185]_ipin                         Fixed   i_user_02_09_bram_00[14]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc14.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[184]          IN         ethernet_0_quad0_tx_ts[184]_ipin                         Fixed   i_user_02_09_bram_00[13]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc13.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[183]          IN         ethernet_0_quad0_tx_ts[183]_ipin                         Fixed   i_user_02_09_bram_00[11]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc11.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[182]          IN         ethernet_0_quad0_tx_ts[182]_ipin                         Fixed   i_user_02_09_bram_00[10]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc10.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[181]          IN         ethernet_0_quad0_tx_ts[181]_ipin                         Fixed   i_user_02_09_bram_00[9]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc9.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[180]          IN         ethernet_0_quad0_tx_ts[180]_ipin                         Fixed   i_user_02_09_bram_00[8]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc8.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[179]          IN         ethernet_0_quad0_tx_ts[179]_ipin                         Fixed   i_user_02_09_bram_00[6]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc6.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[178]          IN         ethernet_0_quad0_tx_ts[178]_ipin                         Fixed   i_user_02_09_bram_00[5]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc5.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[177]          IN         ethernet_0_quad0_tx_ts[177]_ipin                         Fixed   i_user_02_09_bram_00[4]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc4.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[176]          IN         ethernet_0_quad0_tx_ts[176]_ipin                         Fixed   i_user_02_09_bram_00[3]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc3.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[175]          IN         ethernet_0_quad0_tx_ts[175]_ipin                         Fixed   i_user_02_09_bram_00[1]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc1.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[174]          IN         ethernet_0_quad0_tx_ts[174]_ipin                         Fixed   i_user_02_09_bram_00[0]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc0.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[173]          IN         ethernet_0_quad0_tx_ts[173]_ipin                         Fixed   i_user_02_09_lut_02[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc27.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[172]          IN         ethernet_0_quad0_tx_ts[172]_ipin                         Fixed   i_user_02_09_lut_02[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc26.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[171]          IN         ethernet_0_quad0_tx_ts[171]_ipin                         Fixed   i_user_02_09_lut_02[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc24.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[170]          IN         ethernet_0_quad0_tx_ts[170]_ipin                         Fixed   i_user_02_09_lut_02[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc23.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[169]          IN         ethernet_0_quad0_tx_ts[169]_ipin                         Fixed   i_user_02_09_lut_02[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc22.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[168]          IN         ethernet_0_quad0_tx_ts[168]_ipin                         Fixed   i_user_02_09_lut_02[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc21.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[167]          IN         ethernet_0_quad0_tx_ts[167]_ipin                         Fixed   i_user_02_09_lut_02[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc19.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[166]          IN         ethernet_0_quad0_tx_ts[166]_ipin                         Fixed   i_user_02_09_lut_02[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc18.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[165]          IN         ethernet_0_quad0_tx_ts[165]_ipin                         Fixed   i_user_02_09_lut_02[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc17.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[164]          IN         ethernet_0_quad0_tx_ts[164]_ipin                         Fixed   i_user_02_09_lut_02[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc16.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[163]          IN         ethernet_0_quad0_tx_ts[163]_ipin                         Fixed   i_user_02_09_lut_02[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc14.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[162]          IN         ethernet_0_quad0_tx_ts[162]_ipin                         Fixed   i_user_02_09_lut_02[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc13.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[161]          IN         ethernet_0_quad0_tx_ts[161]_ipin                         Fixed   i_user_02_09_lut_02[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc12.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[160]          IN         ethernet_0_quad0_tx_ts[160]_ipin                         Fixed   i_user_02_09_lut_02[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc11.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[159]          IN         ethernet_0_quad0_tx_ts[159]_ipin                         Fixed   i_user_02_09_lut_02[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc9.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[158]          IN         ethernet_0_quad0_tx_ts[158]_ipin                         Fixed   i_user_02_09_lut_02[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc8.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[157]          IN         ethernet_0_quad0_tx_ts[157]_ipin                         Fixed   i_user_02_09_lut_02[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc7.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[156]          IN         ethernet_0_quad0_tx_ts[156]_ipin                         Fixed   i_user_02_09_lut_02[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc6.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[155]          IN         ethernet_0_quad0_tx_ts[155]_ipin                         Fixed   i_user_02_09_lut_02[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc4.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[154]          IN         ethernet_0_quad0_tx_ts[154]_ipin                         Fixed   i_user_02_09_lut_02[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc3.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[153]          IN         ethernet_0_quad0_tx_ts[153]_ipin                         Fixed   i_user_02_09_lut_02[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc2.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[152]          IN         ethernet_0_quad0_tx_ts[152]_ipin                         Fixed   i_user_02_09_lut_02[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile2.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[151]          IN         ethernet_0_quad0_tx_ts[151]_ipin                         Fixed   i_user_02_09_lut_01[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc27.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[150]          IN         ethernet_0_quad0_tx_ts[150]_ipin                         Fixed   i_user_02_09_lut_01[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc26.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[149]          IN         ethernet_0_quad0_tx_ts[149]_ipin                         Fixed   i_user_02_09_lut_01[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc25.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[148]          IN         ethernet_0_quad0_tx_ts[148]_ipin                         Fixed   i_user_02_09_lut_01[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc24.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[147]          IN         ethernet_0_quad0_tx_ts[147]_ipin                         Fixed   i_user_02_09_lut_01[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc22.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[146]          IN         ethernet_0_quad0_tx_ts[146]_ipin                         Fixed   i_user_02_09_lut_01[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc21.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[145]          IN         ethernet_0_quad0_tx_ts[145]_ipin                         Fixed   i_user_02_09_lut_01[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc20.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[144]          IN         ethernet_0_quad0_tx_ts[144]_ipin                         Fixed   i_user_02_09_lut_01[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc19.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[143]          IN         ethernet_0_quad0_tx_ts[143]_ipin                         Fixed   i_user_02_09_lut_01[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc17.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[142]          IN         ethernet_0_quad0_tx_ts[142]_ipin                         Fixed   i_user_02_09_lut_01[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc16.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[141]          IN         ethernet_0_quad0_tx_ts[141]_ipin                         Fixed   i_user_02_09_lut_01[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc15.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[140]          IN         ethernet_0_quad0_tx_ts[140]_ipin                         Fixed   i_user_02_09_lut_01[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc14.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[139]          IN         ethernet_0_quad0_tx_ts[139]_ipin                         Fixed   i_user_02_09_lut_01[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc12.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[138]          IN         ethernet_0_quad0_tx_ts[138]_ipin                         Fixed   i_user_02_09_lut_01[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc11.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[137]          IN         ethernet_0_quad0_tx_ts[137]_ipin                         Fixed   i_user_02_09_lut_01[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc10.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[136]          IN         ethernet_0_quad0_tx_ts[136]_ipin                         Fixed   i_user_02_09_lut_01[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc9.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[135]          IN         ethernet_0_quad0_tx_ts[135]_ipin                         Fixed   i_user_02_09_lut_01[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc7.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[134]          IN         ethernet_0_quad0_tx_ts[134]_ipin                         Fixed   i_user_02_09_lut_01[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc6.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[133]          IN         ethernet_0_quad0_tx_ts[133]_ipin                         Fixed   i_user_02_09_lut_01[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc5.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[132]          IN         ethernet_0_quad0_tx_ts[132]_ipin                         Fixed   i_user_02_09_lut_01[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc4.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[131]          IN         ethernet_0_quad0_tx_ts[131]_ipin                         Fixed   i_user_02_09_lut_01[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc2.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[130]          IN         ethernet_0_quad0_tx_ts[130]_ipin                         Fixed   i_user_02_09_lut_01[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[129]          IN         ethernet_0_quad0_tx_ts[129]_ipin                         Fixed   i_user_02_09_lut_01[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile1.sg.slc0.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[128]          IN         ethernet_0_quad0_tx_ts[128]_ipin                         Fixed   i_user_02_09_lut_00[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile0.sg.slc27.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
